Dates,NAV,FTSE350 NAV,Yearly Ret,FTSE Yearly Ret,Opt Failed Dates
2010-04-28,1.0,1.0,0.10501098659143038,0.024012545652434047,
2010-04-29,1.0032454855000437,1.0055847396423343,,,
2010-04-30,1.003272245991408,0.9940392560078319,,,
2010-05-04,0.9963599352103478,0.9685855445293771,,,
2010-05-05,0.9918976673442769,0.9561987271265113,,,
2010-05-06,0.9901639776759559,0.9417176651336026,,,
2010-05-07,0.955848020806986,0.9170157001481555,,,
2010-05-10,0.9934681773236856,0.964343215581858,,,
2010-05-11,0.9909722667068629,0.9548204815215537,,,
2010-05-12,0.9997602142713072,0.9636451340518437,,,
2010-05-13,1.0162067271291477,0.9726309562755536,,,
2010-05-14,0.999352147900578,0.9420577471710742,,,
2010-05-17,0.9966430209920246,0.9419861647530097,,,
2010-05-18,1.0024548233816326,0.9500053184250784,,,
2010-05-19,0.9788451865827917,0.9232986087227241,,,
2010-05-20,0.9649681339938352,0.9080836302896588,,,
2010-05-21,0.9644664762728001,0.906257797916803,,,
2010-05-24,0.9686189519741115,0.9074571311777091,,,
2010-05-25,0.9393593593704447,0.8843840813637753,,,
2010-05-26,0.9746162252243946,0.9018186391701614,,,
2010-05-27,0.9827045775910628,0.9299395167898353,,,
2010-05-28,0.9732411750512189,0.9287222660738582,,,
2010-06-01,0.979419318398026,0.9242293549620032,,,
2010-06-02,0.9870898896896902,0.922081358006747,,,
2010-06-03,1.0036676746732682,0.932803512730177,,,
2010-06-04,0.9954620138066803,0.9175526993869696,,,
2010-06-07,0.9963813631584562,0.9073676313045734,,,
2010-06-08,0.9886422940112427,0.900046559162519,,,
2010-06-09,0.9964096909875438,0.9103747920810442,,,
2010-06-10,1.0033317981304444,0.9187161977377334,,,
2010-06-11,1.0123642283448484,0.9243010247822876,,,
2010-06-14,1.017092658924268,0.9311745975586637,,,
2010-06-15,1.0200402970794726,0.9339848411337921,,,
2010-06-16,1.0222495451856315,0.9375827535142903,,,
2010-06-17,1.0233613706678828,0.940446749454632,,,
2010-06-18,1.0145143895558717,0.9398918327607468,,,
2010-06-21,1.0132307597803811,0.9485375729469853,,,
2010-06-22,1.004631254577193,0.9392116686858036,,,
2010-06-23,1.000397454199458,0.9269501860662157,,,
2010-06-24,0.9753297329182378,0.9129345408940566,,,
2010-06-25,0.9723580451922627,0.9033222195583968,,,
2010-06-28,0.978072325623978,0.907833048125323,,,
2010-06-29,0.9619984938785168,0.8796405880875844,,,
2010-06-30,0.9774162109955397,0.8801238349611851,,,
2010-07-01,0.9532610858509581,0.8602369456699935,,,
2010-07-02,0.9794490209185762,0.8660186899158903,,,
2010-07-05,0.9832626466123363,0.8634052761398845,,,
2010-07-06,0.9987759543172743,0.8887337402372812,,,
2010-07-07,0.9959041645434605,0.8976478926407069,,,
2010-07-08,1.0066810860530038,0.9138832045884068,,,
2010-07-09,1.0086120614156475,0.918787780155798,,,
2010-07-12,1.017368052011257,0.9248916889840951,,,
2010-07-13,1.0311810826703436,0.9435076625963161,,,
2010-07-14,1.0235170432755267,0.9403751670365674,,,
2010-07-15,1.0308559697241044,0.9328213427830283,,,
2010-07-16,1.0250189188977303,0.9234417735588532,,,
2010-07-19,1.0162203878588638,0.9215443587679328,,,
2010-07-20,1.0111528641685827,0.9199691959616328,,,
2010-07-21,1.016369240149077,0.9334120943870556,,,
2010-07-22,1.0230311833537962,0.9511688167758422,,,
2010-07-23,1.0315166010169836,0.9509540695216485,,,
2010-07-26,1.031227960055051,0.9578455597530957,,,
2010-07-27,1.0225782853670184,0.9604589735291015,,,
2010-07-28,1.0199376605205948,0.9522249852006192,,,
2010-07-29,1.0157451004287437,0.9512046516859844,,,
2010-07-30,1.0052494496462694,0.9411806658947885,,,
2010-08-02,1.04071619981167,0.966079548081578,,,
2010-08-03,1.037927957080326,0.9659721307533713,,,
2010-08-04,1.0322901312360042,0.9641284683276643,,,
2010-08-05,1.037489818934048,0.9604768035819528,,,
2010-08-06,1.0279104157405106,0.9544982295369334,,,
2010-08-09,1.0368330287200402,0.9684781272011703,,,
2010-08-10,1.0341150836465562,0.9623742183728731,,,
2010-08-11,0.9880503061242188,0.9388895041034031,,,
2010-08-12,0.9864361498312598,0.9426305813200305,,,
2010-08-13,0.9792497148280352,0.9442952439994662,,,
2010-08-16,0.980007545219552,0.944420578782744,,,
2010-08-17,0.985855217976248,0.95775605987996,,,
2010-08-18,0.989710848367225,0.9492177370219285,,,
2010-08-19,0.9780840850161859,0.9328213427830283,,,
2010-08-20,0.978061597465623,0.9299573468426866,,,
2010-08-23,0.9887427872722572,0.9370278368204051,,,
2010-08-24,0.9826109192664642,0.9229226917751102,,,
2010-08-25,0.9866187541940836,0.914581286118421,,,
2010-08-26,0.9904701145111595,0.9228868568649681,,,
2010-08-27,1.006422314536281,0.931085097685528,,,
2010-08-31,1.0150842565375404,0.935309509177976,,,
2010-09-01,1.0202674821302988,0.9605842209101595,,,
